VideoId,AnnotatorId,timeSpent,Types,Other types,Categories,Other categories,
2521,1400504014770,46,["news-item"],,[],Religion,
2998,1400609429182,76,["news-item"],,["culture";"people"],,
638006,1400499406380,74,["event-coverage"],,["education"],,
624152,1400504776130,11,["news-item"],,["animal-pets"],,
164436,1400272799499,76,["event-coverage";"news-item"],,["auto";"science-technology"],,
155656,1400536198587,23,["event-coverage"],,["sport"],,
164676,1401469046820,62,["event-coverage"],,["culture"],,
2179,1400364167128,32111,["video-blog"],,["travelling"],,
12841,1400440021910,45,["event-coverage"],,["sport"],,
624062,1400509721599,37,["event-coverage"],,["animal-pets"],,
613558,1400506072404,30,["news-item"],,["sport"],,
27773,1400526919882,67,["event-coverage"],,["culture"],,
616910,1400609429182,80,["event-coverage"],,["art"],,
621124,1400746853302,253,["news-item"],,["sport"],,
2291,1401469046820,271,["documentary-report"],,["people";"science-technology"],,
23173,1400684765397,275,["documentary-report"],,["science-technology"],,
51419,1400526919882,509,["documentary-report"],,["auto";"culture";"people"],,
617165,1400686167794,93,["event-coverage"],,["people"],,
28104,1400440021910,123,["news-item"],,["people"],,
627986,1400506351395,79,["documentary-report"],,["culture";"education";"science-technology"],,
160268,1401469046820,59,["news-item"],,["people"],,
14588,1400510670847,37,["event-coverage"],,["politics"],,
164535,1400440021910,79,["documentary-report"],,["people"],,
630260,1400440021910,83,["news-item"],,["gaming"],,
62169,1400440021910,673,["documentary-report"],,["animal-pets"],,
618161,1400578718911,19,["news-item"],,["sport"],,
638153,1400969394969,122,["news-item"],,["education";"people"],Cooking,
86130,1400794098455,463,["event-coverage";"news-item"],,["culture";"people"],Emancipation,
155532,1401440330926,113,["event-coverage"],,["culture";"sport"],,
630457,1400794098455,288,["event-coverage"],,["science-technology"],,
617437,1400526919882,32,["event-coverage"],,["animal-pets"],,
2613,1400440021910,85,["documentary-report"],,["people"],,
630306,1400536198587,42,["news-item"],,["culture"],,
613689,1400578454559,160,["event-coverage"],,["sport"],,
626138,1401469046820,109,["documentary-report"],,["people"],,
616251,1400526919882,1263,["event-coverage"],,["people"],,
638108,1400364167128,47,["event-coverage"],,["comedy-entertainment";"sport"],,
621427,1400506072404,60,["event-coverage"],,["auto";"science-technology"],,
620764,1400502322591,189,["films"],,["comedy-entertainment";"sport"],,
621327,1400609429182,91,["event-coverage"],,["sport"],,
2899,1400592991771,145,["documentary-report"],,["culture";"people"],,
613631,1400506488419,52,["event-coverage"],,["sport"],,
122194,1400332698065,90,["documentary-report"],,["animal-pets"],,
2931,1400498568767,141,["documentary-report"],,["culture"],,
627936,1400609429182,84,["news-item"],,["people"],,
626116,1400331467028,150,["documentary-report"],,["people"],,
2818,1400502322591,118,["event-coverage"],,["culture"],,
631344,1400440021910,52,["event-coverage"],,["education"],,
612014,1400572720407,148,["documentary-report"],,["science-technology"],,
617733,1400609429182,110,["news-item"],,["sport"],,
615093,1400318083335,1237,["documentary-report"],,["art";"culture";"science-technology"],,
621275,1400610258558,80,["event-coverage"],,["sport"],,
2764,1400572720407,180,["documentary-report"],,[],History,
625793,1401469046820,80,["documentary-report"],,["comedy-entertainment"],,
637984,1400440021910,162,["event-coverage"],,["education"],,
614807,1400318083335,151,["event-coverage";"news-item"],,["art";"culture";"people";"science-technology"],,
621602,1400609429182,111,["news-item"],,["sport"],,
620654,1401469046820,42,["documentary-report"],,["animal-pets"],,
615463,1400506288298,121,["documentary-report"],,["science-technology"],,
73858,1401469046820,65,["event-coverage"],,["people";"sport"],,
616791,1400440021910,276,["event-coverage"],,["education"],,
615514,1400331467028,145,["documentary-report"],,["art";"howto-style"],,
626010,1400506288298,102,["documentary-report";"event-coverage"],,["culture";"people"],,
2702,1400506072404,68,["documentary-report"],,["culture"],,
630875,1400273266997,110,["event-coverage"],,["culture"],,
160067,1400440021910,32,["event-coverage"],,["sport"],,
899,1400408301848,90,["news-item"],,["people"],,
615134,1400401055051,28,["news-item"],,["culture"],,
3104,1400500662676,60,["documentary-report"],,["people";"travelling"],,
1279,1401469046820,247,["event-coverage"],,["people"],,
624109,1400504776130,116,["documentary-report"],,["animal-pets"],,
1927,1400506072404,43,["news-item"],,["culture"],,
630851,1400578718911,72,["news-item"],,["people";"travelling"],,
155409,1400331467028,84,["documentary-report"],,["science-technology"],,
625890,1400331467028,101,["documentary-report"],,["animal-pets";"sport"],,
638084,1400500318954,24,["documentary-report";"event-coverage"],,["culture";"education"],,
631719,1400272799499,46,["news-item"],,["people"],,
10692,1400440021910,33,["news-item"],,["people";"politics"],,
614977,1400526919882,43,["event-coverage"],,["auto"],,
621064,1400331467028,59,["event-coverage"],,["sport"],,
1109,1400509721599,188,["documentary-report"],,["culture";"people";"politics";"science-technology"],,
3208,1400578718911,34,["news-item"],,["culture";"people"],,
626162,1400401055051,131,["documentary-report"],,["science-technology"],,
149989,1400572291909,60,["event-coverage"],,["sport"],,
621506,1400526919882,56,["documentary-report"],,["sport"],,
631694,1400440021910,93,["documentary-report"],,["people"],,
615411,1400610258558,60,["documentary-report"],,["culture"],,
630741,1400506072404,60,["news-item"],,["people"],,
616894,1400498862036,183,["event-coverage";"news-item"],,["people";"sport"],,
29384,1401469046820,86,["documentary-report"],,["people"],,
630435,1400499406380,76,["event-coverage"],,["howto-style"],household / sale,
151607,1400496036673,74,["event-coverage"],,["culture";"education";"howto-style"],,
25224,1401469046820,72,["documentary-report"],,["people"],,
155589,1400526919882,24,["news-item"],,["science-technology"],,
631227,1400345763874,168,["documentary-report"],,["animal-pets";"auto"],,
155978,1401469046820,45,["news-item"],,["auto";"sport"],,
639519,1400506072404,33,["documentary-report"],,["science-technology"],,
633428,1400610258558,130,["news-item"],,["culture"],,
613598,1400440021910,79,[],i don´t know,["people"],,
617485,1400506072404,50,["news-item"],,["sport"],,
164916,1401469046820,49,["event-coverage"],,["sport"],,
2499,1400526919882,33,["video-blog"],,["art"],,
51377,1400526919882,16,["event-coverage"],,["sport"],,
630331,1400572720407,156,["event-coverage"],,["art"],,
1209,1400542481212,144,["documentary-report"],,["culture";"education"],,
625875,1401440330926,116,["event-coverage"],,["comedy-entertainment";"culture"],,
3192,1400504014770,18,["event-coverage"],,["sport"],,
1377,1400609429182,158,["news-item"],,["people"],,
3140,1400506072404,62,["event-coverage"],,["culture"],,
625686,1400272799499,64,["event-coverage";"news-item"],,["animal-pets";"howto-style"],,
151278,1400440021910,62,["news-item"],,["politics"],,
151879,1400578718911,50,["news-item"],,["people"],,
983,1400536221771,26,["news-item"],,["culture";"people";"politics"],,
1661,1400609429182,88,["news-item"],,["culture";"people";"politics"],,
631302,1400578718911,53,["news-item"],,["culture";"people"],ambacht,
160133,1401469046820,24,["news-item"],,["people"],,
639420,1401469046820,38,["event-coverage"],,["science-technology"],,
148241,1401469046820,41,["documentary-report"],,["science-technology"],,
1307,1400258908871,115,["documentary-report"],,["auto";"people"],,
617973,1400614433921,121,["event-coverage"],,["culture";"people"],,
617520,1400536477239,160,["documentary-report"],,["culture"],,
620994,1400440021910,177,["news-item"],,["sport"],,
615600,1400610258558,208,["news-item"],,["auto";"science-technology"],,
2053,1400535006706,87,["event-coverage"],,["sport"],,
624224,1400440021910,41,["news-item"],,["animal-pets"],,
615308,1400273266997,83,["documentary-report"],,["animal-pets"],,
2718,1400440021910,56,["documentary-report"],,["culture"],,
639267,1400401055051,24,["documentary-report"],,["music"],,
1801,1400506072404,97,["documentary-report"],,["culture"],Weather,
614738,1401469046820,29,["news-item"],,["animal-pets";"sport"],,
621251,1400506072404,62,["news-item"],,["sport"],,
1493,1400578718911,53,["news-item"],,["politics"],,
2235,1400510670847,34,["documentary-report"],,["science-technology"],,
616717,1400526919882,41,["event-coverage"],,["gaming"],,
618233,1400496036673,141,["event-coverage"],,["auto";"travelling"],,
621691,1400746853302,148,["event-coverage"],,["sport"],,
634372,1400510670847,56,["event-coverage"],,["art";"culture"],,
624287,1400440021910,53,["event-coverage"],,["people"],,
615387,1400510670847,34,["event-coverage"],,["people"],,
630069,1401358265722,75,["event-coverage"],,["sport"],,
1405,1401469046820,43,["news-item"],,["people"],,
151496,1400502685349,93,["event-coverage";"news-item"],,["sport"],,
615490,1401440330926,163,["documentary-report";"video-blog"],,["culture";"people"],,
23100,1400499406380,42,["documentary-report"],,["education";"science-technology"],,
631469,1400506072404,80,["documentary-report"],,["culture";"people"],,
616225,1400499406380,75,["event-coverage"],,["culture";"gaming"],,
624333,1400440021910,35,["documentary-report"],,["animal-pets"],,
637772,1400536477239,103,["event-coverage"],,["culture";"people";"sport"],,
615363,1400440021910,161,["documentary-report"],,["people"],,
639405,1400331467028,358,["documentary-report"],,["science-technology"],,
151639,1400746853302,50,["news-item"],,["people"],,
2277,1401469046820,61,["documentary-report"],,["people"],,
616306,1400526919882,34,["event-coverage"],,["sport"],,
624413,1400578718911,46,[],?,["people"],,
625512,1400504014770,53,["event-coverage"],,["education"],,
638788,1400526919882,61,["documentary-report"],,["people"],,
615218,1401469046820,44,["documentary-report"],,["art";"people"],,
71139,1400794098455,335,["video-blog"],,["art";"culture";"howto-style"],,
2536,1400609429182,125,["documentary-report"],,["culture";"people";"politics"],,
617963,1400526919882,33,["event-coverage"],,["sport"],,
630481,1400516074817,100,["documentary-report"],,["people"],,
640409,1401469046820,49,["documentary-report"],,["education";"people"],,
617412,1400609429182,84,["event-coverage"],,["auto";"people"],,
2855,1401469046820,62,["documentary-report"],,["culture"],,
628035,1400533063217,144,["documentary-report"],,["art";"culture";"education"],computers,
617866,1400332698065,123,["event-coverage"],,["sport"],,
151252,1400499406380,25,["news-item"],,["sport"],,
618395,1401469046820,47,["event-coverage"],,["howto-style"],,
155841,1400609429182,76,["event-coverage"],,["sport"],,
638128,1400498862036,108,["news-item"],,["culture";"education"],,
617139,1400509721599,46,["event-coverage"],,["sport"],,
639343,1400498862036,358,["documentary-report"],,["science-technology"],,
2249,1400526919882,43,["documentary-report"],,["culture"],,
637750,1400501110446,142,["video-blog"],,["culture";"people"],,
616483,1400509721599,35,["news-item"],,["animal-pets";"culture";"people";"sport"],,
617854,1400500662676,149,["documentary-report";"event-coverage"],,["auto";"science-technology"],,
611937,1400526919882,25,["video-blog"],,["art"],,
631313,1401469046820,44,["documentary-report"],,["people"],,
626065,1400969394969,48,["event-coverage"],,["people"],,
2732,1400614433921,77,["event-coverage"],,["people"],Religion,
3285,1400506488419,110,["news-item"],,["people";"politics";"science-technology"],,
164293,1400502641293,69,["event-coverage"],,["sport"],,
165057,1400609429182,63,["event-coverage"],,["sport"],,
624084,1400578718911,56,["event-coverage"],,["people"],,
612041,1400257799953,108,["documentary-report"],,["auto";"culture"],,
1549,1400526919882,34,["documentary-report"],,[],History,
2263,1400609429182,55,["news-item"],,["culture"],,
1885,1400526919882,116,["documentary-report"],,["auto"],,
638233,1400526919882,54,["news-item"],,["education"],,
621072,1400506072404,114,["event-coverage"],,["sport"],,
637681,1400536477239,78,["event-coverage"],,["culture";"people"],,
613779,1400526919882,51,["films"],,["animal-pets";"people"],,
1535,1400499406380,57,["event-coverage"],,["culture";"sport"],,
630173,1400440021910,44,["documentary-report"],,["people"],,
614858,1400578718911,827,["news-item"],,["auto";"people"],,
155714,1400332698065,886,["event-coverage"],,["culture"],,
3223,1401469046820,72,["news-item"],,["people"],,
155955,1400504998937,96,["event-coverage"],,["culture";"music"],,
615538,1400331467028,255,["documentary-report"],,["education"],,
151057,1401469046820,43,["news-item"],,["people"],,
616202,1400500151169,73,["news-item"],,["culture";"education"],,
164993,1401469046820,35,["news-item"],,["howto-style"],,
51113,1400509721599,27,["documentary-report"],,["culture";"education"],,
625540,1400536477239,178,["event-coverage"],,["culture";"education";"people";"science-technology"],,
630528,1400496036673,84,["event-coverage"],,["howto-style";"people"],,
151031,1401469046820,36,["news-item"],,["science-technology"],,
624385,1401469046820,106,["news-item"],,["people"],,
637869,1400506072404,148,["documentary-report"],,[],Food,
1419,1401469046820,93,["documentary-report"],,["science-technology"],,
621199,1400578718911,49,["news-item"],,["auto";"sport"],,
617191,1400495829822,66,["event-coverage"],,["culture"],history,
621680,1400506072404,48,["news-item"],,["sport"],,
616531,1400521801079,65,["news-item"],,["comedy-entertainment";"culture"],,
638118,1401469046820,36,["news-item"],,["education";"people"],,
3032,1400526919882,99,["documentary-report";"event-coverage"],,["people"],,
617879,1400526919882,48,["documentary-report"],,["animal-pets"],,
2151,1400578718911,33,["event-coverage"],,["science-technology"],construction,
630825,1400272799499,65,["event-coverage"],,["people";"sport"],,
625987,1400509721599,57,["event-coverage";"news-item"],,["culture";"education"],,
955,1400497254695,79,["documentary-report";"films"],,["culture";"education";"people"],,
611962,1400509721599,158,["documentary-report"],,["culture";"people";"science-technology"],,
625566,1400440021910,62,["news-item"],,["animal-pets"],,
625482,1400509721599,58,["event-coverage"],,["people"],,
617497,1400969394969,45,["event-coverage";"news-item"],,["auto";"culture";"sport"],Pieremagoggel,
613719,1401469046820,26,["documentary-report"],,["animal-pets";"people"],,
11110,1400331467028,110,["news-item"],,["sport"],,
1011,1400506072404,65,["event-coverage"],,["culture"],History,
2347,1400440021910,80,["documentary-report"],,["culture"],,
615032,1400578718911,56,["news-item"],,["art";"howto-style"],,
631278,1401358265722,54,["event-coverage"],,["culture"],,
618084,1400266872241,73,["news-item"],,["culture";"howto-style"],,
614834,1400501110446,107,["news-item"],,["auto";"people";"politics"],,
621414,1401469046820,103,["event-coverage"],,["sport"],,
1195,1400614433921,290,["news-item"],,["people"],Housing,
630518,1400610258558,111,["event-coverage"],,["science-technology"],,
630657,1400440021910,83,["news-item"],,["people"],,
616633,1400526919882,31,["event-coverage"],,["auto"],,
28042,1400506072404,60,["documentary-report"],,["culture"],,
631177,1400526919882,714,["video-blog"],,["art"],,
631177,1400526919882,715,["video-blog"],,["art"],,
1293,1401469046820,94,["documentary-report"],,["people"],,
637704,1400536221771,65,["documentary-report"],,["animal-pets"],,
2552,1400526919882,39,["documentary-report"],,["culture"],Religion,
631648,1400440021910,78,["documentary-report"],,["culture"],,
617509,1400570656557,275,["documentary-report"],,["culture";"science-technology";"sport"],,
2067,1400526919882,28,["films"],,["animal-pets";"sport"],,
28062,1400440021910,49,["documentary-report"],,["culture"],,
155482,1400664704852,190,["event-coverage";"news-item"],,["comedy-entertainment";"culture";"people"],,
625821,1400258446070,78,["documentary-report"],,["comedy-entertainment"],,
128749,1400499406380,95,["event-coverage"],,["auto"],,
630703,1400506072404,93,["news-item"],,["travelling"],,
2478,1400609429182,137,["news-item"],,["culture";"people"],,
624436,1400258446070,49,["documentary-report"],,["culture"],,
3121,1400526919882,44,["event-coverage"],,["culture"],,
155738,1400497254695,38,["event-coverage"],,["sport"],,
613745,1400969394969,45,["documentary-report";"event-coverage";"news-item"],,["culture";"howto-style";"people"],Fashion,
616507,1400312664880,152,["event-coverage"],,["comedy-entertainment";"culture"],,
621116,1400440021910,49,["films"],,["comedy-entertainment"],,
28984,1400401055051,89,["documentary-report"],,[],army; navy,
616609,1400577585004,32,["news-item"],,["sport"],,
122181,1400526919882,83,["documentary-report"],,["people";"science-technology"],,
613662,1400440021910,28,["event-coverage"],,["sport"],,
630495,1400266872241,97,["documentary-report"],,["culture";"people"],,
638618,1400526919882,128,["documentary-report"],,["education";"science-technology"],,
638835,1400609429182,142,["documentary-report"],,["education";"people"],,
630200,1401469046820,48,["documentary-report"],,["people";"sport"],,
630357,1400533063217,277,["event-coverage"],,["howto-style"],,
155988,1400331467028,87,["news-item"],,["auto";"travelling"],,
618242,1401469046820,27,["documentary-report"],,["animal-pets"],,
1349,1400440021910,26,["documentary-report"],,["culture"],,
63435,1400440021910,25,["event-coverage"],,["animal-pets"],,
637819,1400440021910,101,["news-item"],,["gaming"],,
1335,1401469046820,149,["documentary-report"],,["people"],,
618094,1401440330926,100,["news-item"],,["auto";"culture";"sport"],,
616990,1400609429182,83,["event-coverage"],,["animal-pets";"sport"],,
615283,1400746853302,111,["news-item"],,["science-technology"],,
2883,1400609429182,180,["news-item"],,["people"],,
630091,1400610258558,108,["event-coverage"],,["culture"],,
21994,1400614000741,366,["news-item"],,["science-technology"],,
621464,1400746853302,115,["news-item"],,["sport"],,
29819,1400499406380,66,["video-blog"],,["culture"],,
638191,1401469046820,84,["news-item"],,["education"],,
615437,1400506072404,31,["documentary-report"],,["culture"],,
617350,1400578718911,45,["news-item"],,["people";"science-technology"],hobby,
626044,1401469046820,43,["documentary-report"],,["animal-pets"],,
3269,1400496036673,64,["news-item"],,["people"],Religion,
617569,1400440021910,26,["news-item"],,["sport"],,
630752,1400401055051,67,["news-item"],,["culture"],,
1265,1400610258558,94,["films"],,["culture"],,
149877,1400684765397,86,["event-coverage"],,["sport"],,
2403,1400500369735,145,["news-item"],,["auto";"people";"science-technology";"travelling"],,
621669,1401469046820,26,["event-coverage"],,["comedy-entertainment"],,
151434,1400506072404,47,["news-item"],,["sport"],,
3053,1400614433921,89,["news-item"],,[],Religion,
617681,1400440021910,72,["documentary-report"],,["people"],,
1251,1400580387455,105,["documentary-report"],,["art";"culture"],,
1479,1400570656557,192,["documentary-report"],,["culture";"people";"travelling"],history,
627998,1400273266997,62,["event-coverage"],,["science-technology"],,
626032,1400506488419,137,["news-item"],,["auto"],,
625605,1400506072404,114,[],Short Remarkable news,["comedy-entertainment"],,
638026,1400536198587,84,["news-item"],,["education";"politics";"sport"],,
2645,1401469046820,59,["documentary-report"],,["music"],,
616963,1400538078918,94,["event-coverage"],,["sport"],Shooting,
614718,1400592991771,70,["event-coverage"],,["sport"],,
616818,1400440021910,41,["documentary-report"],,["people"],,
